unit_number,time_in_cycles,op_setting_1,op_setting_2,op_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,RUL
4,25,0.0015,0.0005,100.0,518.67,641.77,1596.06,1396.85,14.62,21.61,553.89,2388.09,9047.64,1.3,47.42,521.94,2388.1,8125.7,8.4512,0.03,392,2388,100.0,38.83,23.2356,81
7,31,-0.0009,-0.0002,100.0,518.67,642.92,1583.25,1392.31,14.62,21.61,554.66,2388.06,9058.14,1.3,47.21,522.32,2387.99,8136.97,8.3961,0.03,391,2388,100.0,38.91,23.3357,129
10,80,-0.0006,0.0004,100.0,518.67,642.5,1583.12,1401.8,14.62,21.61,554.77,2388.01,9073.7,1.3,47.23,521.92,2387.96,8144.5,8.4082,0.03,393,2388,100.0,38.9,23.4086,112
32,34,-0.001,0.0004,100.0,518.67,642.21,1584.03,1392.21,14.62,21.61,554.33,2388.01,9071.82,1.3,47.06,522.62,2387.98,8146.77,8.423,0.03,391,2388,100.0,39.16,23.3428,111
24,11,-0.0021,-0.0002,100.0,518.67,642.35,1580.99,1394.52,14.62,21.61,555.03,2387.99,9060.83,1.3,47.13,522.66,2387.97,8152.18,8.3539,0.03,392,2388,100.0,39.02,23.4459,175
78,19,0.0022,0.0002,100.0,518.67,642.59,1583.45,1392.97,14.62,21.61,554.43,2388.03,9064.88,1.3,47.17,522.53,2388.0,8140.24,8.3822,0.03,393,2388,100.0,39.05,23.41,53
92,35,0.0004,0.0001,100.0,518.67,643.13,1583.5,1404.41,14.62,21.61,553.62,2388.17,9042.09,1.3,47.55,521.28,2388.1,8119.81,8.4368,0.03,392,2388,100.0,38.99,23.2733,115
42,32,0.0005,0.0005,100.0,518.67,641.52,1580.79,1392.69,14.62,21.61,555.26,2388.07,9049.66,1.3,47.23,522.61,2388.02,8133.71,8.4039,0.03,391,2388,100.0,39.15,23.3674,124
82,133,-0.0023,0.0003,100.0,518.67,643.16,1595.23,1413.37,14.62,21.61,553.59,2388.17,9056.31,1.3,47.69,521.15,2388.12,8134.79,8.4162,0.03,395,2388,100.0,38.78,23.1927,29
38,48,0.0029,0.0005,100.0,518.67,642.72,1589.98,1408.07,14.62,21.61,553.18,2388.14,9057.61,1.3,47.8,520.8,2388.12,8129.67,8.4601,0.03,393,2388,100.0,38.71,23.1591,77
20,22,0.0048,-0.0004,100.0,518.67,642.47,1593.2,1399.4,14.62,21.61,554.69,2388.01,9060.79,1.3,47.32,521.92,2388.05,8150.45,8.4481,0.03,391,2388,100.0,38.95,23.3418,162
32,87,0.0014,0.0005,100.0,518.67,641.9,1590.57,1398.35,14.62,21.61,555.55,2388.01,9072.86,1.3,47.26,522.53,2388.01,8158.44,8.4049,0.03,391,2388,100.0,39.12,23.3142,58
51,117,-0.0046,0.0,100.0,518.67,642.02,1581.51,1412.78,14.62,21.61,554.1,2388.05,9055.42,1.3,47.29,521.7,2388.04,8134.37,8.4275,0.03,392,2388,100.0,38.99,23.3923,27
50,37,-0.0015,0.0004,100.0,518.67,642.39,1585.25,1403.55,14.62,21.61,554.26,2388.01,9067.82,1.3,47.25,522.09,2388.03,8143.28,8.3966,0.03,392,2388,100.0,39.06,23.4185,37
46,25,0.0002,-0.0,100.0,518.67,642.6,1590.5,1408.39,14.62,21.61,553.88,2388.02,9069.47,1.3,47.4,521.95,2388.05,8147.94,8.4399,0.03,392,2388,100.0,38.83,23.2814,121
69,44,-0.001,0.0,100.0,518.67,642.08,1584.82,1408.36,14.62,21.61,553.65,2388.09,9041.78,1.3,47.27,521.51,2388.08,8123.47,8.4179,0.03,393,2388,100.0,39.02,23.3244,10
15,34,-0.0011,0.0002,100.0,518.67,642.61,1582.86,1396.52,14.62,21.61,554.99,2388.05,9059.57,1.3,47.44,522.37,2388.03,8137.62,8.4118,0.03,392,2388,100.0,39.22,23.5201,42
20,127,-0.0007,-0.0001,100.0,518.67,642.91,1589.48,1412.54,14.62,21.61,553.21,2388.11,9066.81,1.3,47.45,521.52,2388.11,8144.77,8.4345,0.03,394,2388,100.0,38.85,23.3381,57
76,174,0.0016,-0.0005,100.0,518.67,642.67,1595.05,1410.42,14.62,21.61,553.02,2388.07,9086.7,1.3,47.56,521.45,2388.09,8158.28,8.4702,0.03,395,2388,100.0,38.81,23.1891,31
27,122,0.0007,0.0003,100.0,518.67,642.49,1588.06,1407.11,14.62,21.61,553.95,2388.07,9047.56,1.3,47.34,521.94,2388.06,8132.34,8.4366,0.03,391,2388,100.0,39.13,23.3713,18
60,82,-0.0031,0.0004,100.0,518.67,643.14,1592.75,1403.19,14.62,21.61,553.36,2388.07,9053.57,1.3,47.51,521.86,2388.02,8139.28,8.4405,0.03,392,2388,100.0,38.89,23.3191,65
12,131,-0.0029,-0.0002,100.0,518.67,641.94,1587.89,1396.89,14.62,21.61,554.42,2388.03,9055.25,1.3,47.1,522.34,2388.04,8144.34,8.396,0.03,393,2388,100.0,39.04,23.4361,86
29,108,-0.0043,0.0002,100.0,518.67,641.95,1581.6,1396.62,14.62,21.61,554.35,2388.07,9065.69,1.3,47.28,521.64,2388.07,8142.23,8.4258,0.03,392,2388,100.0,38.97,23.4329,63
84,87,-0.0065,-0.0003,100.0,518.67,642.29,1594.47,1404.72,14.62,21.61,553.5,2388.07,9052.69,1.3,47.68,521.01,2388.07,8135.32,8.4197,0.03,393,2388,100.0,38.98,23.295,85
49,296,0.0043,0.0001,100.0,518.67,643.16,1591.99,1413.97,14.62,21.61,552.36,2388.17,9043.76,1.3,48.01,520.0,2388.22,8133.83,8.5293,0.03,394,2388,100.0,38.72,23.0856,7
81,28,0.0005,-0.0006,100.0,518.67,641.81,1591.06,1397.57,14.62,21.61,553.96,2388.0,9069.94,1.3,47.39,522.59,2388.03,8149.62,8.4069,0.03,393,2388,100.0,38.85,23.3119,185
27,60,0.001,-0.0001,100.0,518.67,642.04,1581.99,1403.71,14.62,21.61,554.58,2388.05,9044.85,1.3,47.19,522.42,2388.02,8130.82,8.4242,0.03,393,2388,100.0,39.14,23.3604,80
30,82,0.0015,0.0003,100.0,518.67,642.75,1587.27,1407.11,14.62,21.61,553.54,2388.15,9050.59,1.3,47.51,521.54,2388.18,8131.18,8.4252,0.03,395,2388,100.0,38.72,23.3279,61
12,209,0.0,-0.0004,100.0,518.67,642.49,1581.06,1399.58,14.62,21.61,553.74,2388.03,9066.22,1.3,47.43,521.94,2388.02,8151.41,8.4306,0.03,392,2388,100.0,38.91,23.4082,8
86,71,0.0008,0.0001,100.0,518.67,642.75,1587.31,1397.04,14.62,21.61,554.89,2388.05,9062.01,1.3,47.49,521.92,2388.08,8141.44,8.4249,0.03,392,2388,100.0,38.88,23.3237,39
82,4,0.0024,-0.0004,100.0,518.67,642.56,1588.68,1403.0,14.62,21.61,553.72,2388.03,9065.8,1.3,47.19,521.69,2388.04,8147.86,8.4219,0.03,393,2388,100.0,38.94,23.2729,158
26,58,0.0004,0.0002,100.0,518.67,642.35,1582.94,1403.18,14.62,21.61,554.06,2387.97,9068.73,1.3,47.47,522.03,2388.04,8144.19,8.4112,0.03,393,2388,100.0,38.96,23.2887,18
22,10,0.004,0.0002,100.0,518.67,642.15,1586.06,1408.04,14.62,21.61,553.66,2388.07,9051.24,1.3,47.34,521.78,2388.14,8132.81,8.4383,0.03,392,2388,100.0,38.82,23.3468,29
5,10,-0.0009,-0.0002,100.0,518.67,643.17,1595.37,1409.32,14.62,21.61,553.16,2388.11,9057.49,1.3,47.61,521.31,2388.11,8138.55,8.4885,0.03,392,2388,100.0,38.95,23.2847,88
49,274,-0.0055,0.0002,100.0,518.67,642.95,1595.16,1416.26,14.62,21.61,552.62,2388.16,9058.17,1.3,47.56,520.46,2388.11,8133.46,8.4621,0.03,393,2388,100.0,38.78,23.1466,29
24,41,-0.0019,-0.0004,100.0,518.67,642.28,1586.38,1396.96,14.62,21.6,555.03,2388.03,9053.87,1.3,47.12,522.32,2387.97,8144.04,8.3868,0.03,390,2388,100.0,39.25,23.3578,145
60,133,-0.0019,0.0002,100.0,518.67,642.59,1589.46,1412.7,14.62,21.61,553.43,2388.15,9048.75,1.3,47.43,521.81,2388.12,8135.36,8.4297,0.03,393,2388,100.0,38.82,23.3454,14
56,66,-0.0004,0.0001,100.0,518.67,642.77,1589.27,1414.52,14.62,21.61,552.48,2388.19,9040.95,1.3,47.66,520.99,2388.14,8121.62,8.402,0.03,393,2388,100.0,38.68,23.2306,70
74,92,0.0021,-0.0004,100.0,518.67,642.61,1593.86,1410.05,14.62,21.61,553.08,2388.08,9065.59,1.3,47.34,521.51,2388.1,8137.55,8.4055,0.03,394,2388,100.0,38.69,23.3354,45
2,35,-0.0033,-0.0001,100.0,518.67,642.89,1597.36,1402.02,14.62,21.61,553.64,2388.09,9048.35,1.3,47.42,521.99,2388.14,8124.1,8.4593,0.03,393,2388,100.0,38.87,23.3074,14
65,16,-0.0014,0.0001,100.0,518.67,642.02,1582.76,1393.07,14.62,21.61,555.04,2387.96,9063.46,1.3,47.2,522.41,2388.02,8149.78,8.3917,0.03,392,2388,100.0,39.09,23.2788,55
93,176,0.002,-0.0005,100.0,518.67,642.58,1587.52,1410.95,14.62,21.61,553.32,2388.13,9068.91,1.3,47.69,520.98,2388.15,8143.27,8.4255,0.03,393,2388,100.0,38.7,23.2621,68
21,5,0.0023,-0.0001,100.0,518.67,642.4,1584.81,1406.96,14.62,21.61,553.86,2388.05,9046.76,1.3,47.38,522.4,2388.03,8128.22,8.4068,0.03,392,2388,100.0,38.89,23.3823,143
36,2,0.0011,0.0001,100.0,518.67,642.61,1595.72,1406.56,14.62,21.61,553.04,2388.1,9056.24,1.3,47.73,521.21,2388.14,8139.62,8.4451,0.03,393,2388,100.0,38.87,23.2659,124
12,109,-0.003,0.0,100.0,518.67,642.39,1584.55,1398.27,14.62,21.61,554.91,2388.03,9055.47,1.3,47.25,522.06,2388.0,8141.08,8.3997,0.03,392,2388,100.0,39.02,23.3333,108
36,3,-0.0039,-0.0002,100.0,518.67,642.62,1588.21,1415.02,14.62,21.61,553.2,2388.1,9058.86,1.3,47.58,520.89,2388.16,8140.32,8.4637,0.03,392,2388,100.0,38.71,23.343,123
55,30,-0.0024,0.0003,100.0,518.67,642.39,1584.22,1399.33,14.62,21.61,554.34,2388.07,9051.17,1.3,47.36,522.18,2388.04,8134.31,8.3977,0.03,393,2388,100.0,38.84,23.3927,83
20,44,-0.0041,0.0001,100.0,518.67,642.24,1580.6,1405.38,14.62,21.61,553.6,2388.11,9062.74,1.3,47.48,521.72,2388.09,8142.79,8.4243,0.03,392,2388,100.0,38.97,23.3105,140
38,122,0.0044,-0.0002,100.0,518.67,642.73,1590.76,1414.8,14.62,21.61,553.0,2388.11,9073.04,1.3,47.61,520.98,2388.1,8152.82,8.478,0.03,395,2388,100.0,38.99,23.1424,3
47,36,0.0002,-0.0001,100.0,518.67,642.34,1587.74,1412.64,14.62,21.61,553.64,2388.12,9040.43,1.3,47.36,520.92,2388.09,8126.9,8.4307,0.03,393,2388,100.0,38.98,23.2889,37
19,39,0.0023,-0.0,100.0,518.67,642.57,1589.6,1408.62,14.62,21.61,554.06,2387.99,9046.42,1.3,47.19,522.3,2388.07,8134.04,8.4275,0.03,393,2388,100.0,38.97,23.2827,96
66,79,0.0052,-0.0004,100.0,518.67,642.34,1592.53,1409.12,14.62,21.61,553.43,2388.05,9069.07,1.3,47.59,521.39,2388.08,8145.92,8.4082,0.03,394,2388,100.0,38.63,23.2945,68
14,45,-0.0003,-0.0002,100.0,518.67,642.86,1595.21,1412.52,14.62,21.61,553.2,2388.16,9034.52,1.3,47.51,521.17,2388.15,8117.68,8.4468,0.03,392,2388,100.0,38.81,23.2487,1
67,38,0.0011,0.0003,100.0,518.67,642.41,1590.84,1400.03,14.62,21.61,553.38,2388.09,9059.05,1.3,47.5,521.68,2388.11,8144.5,8.4325,0.03,392,2388,100.0,38.86,23.3501,33
56,101,-0.0027,-0.0002,100.0,518.67,642.6,1588.76,1410.3,14.62,21.61,552.66,2388.19,9050.85,1.3,47.73,520.97,2388.23,8130.33,8.4803,0.03,394,2388,100.0,38.67,23.1503,35
19,47,-0.0014,0.0,100.0,518.67,642.15,1583.45,1395.49,14.62,21.61,554.81,2388.05,9050.29,1.3,47.26,522.66,2388.04,8135.03,8.4055,0.03,394,2388,100.0,38.88,23.3678,88
73,96,-0.0002,-0.0001,100.0,518.67,642.87,1582.72,1405.41,14.62,21.61,553.95,2388.06,9053.69,1.3,47.43,522.01,2388.08,8143.26,8.4444,0.03,392,2388,100.0,38.95,23.3783,16
10,18,0.0014,-0.0004,100.0,518.67,641.89,1583.75,1396.16,14.62,21.61,554.26,2387.99,9061.29,1.3,47.27,522.32,2387.99,8145.15,8.3894,0.03,392,2388,100.0,39.09,23.5069,174
84,49,-0.0047,0.0001,100.0,518.67,642.29,1581.3,1395.69,14.62,21.61,553.82,2388.08,9061.6,1.3,47.42,521.64,2388.1,8133.7,8.4375,0.03,391,2388,100.0,38.86,23.3377,123
41,100,0.0034,-0.0005,100.0,518.67,642.73,1581.55,1412.43,14.62,21.61,553.53,2388.12,9046.55,1.3,47.5,521.38,2388.14,8126.57,8.4338,0.03,391,2388,100.0,38.86,23.2861,23
61,107,-0.0015,-0.0001,100.0,518.67,642.51,1592.54,1409.33,14.62,21.61,553.76,2388.11,9060.62,1.3,47.52,521.29,2388.06,8145.0,8.426,0.03,394,2388,100.0,38.74,23.3054,52
76,189,-0.0024,-0.0002,100.0,518.67,643.11,1595.6,1417.45,14.62,21.61,552.91,2388.17,9095.78,1.3,47.73,521.09,2388.17,8167.29,8.5038,0.03,393,2388,100.0,38.68,23.1792,16
84,172,0.0015,0.0001,100.0,518.67,643.39,1588.7,1412.73,14.62,21.61,552.47,2388.16,9050.57,1.3,47.6,520.88,2388.22,8130.61,8.4791,0.03,395,2388,100.0,38.62,23.2039,0
29,135,0.0001,0.0002,100.0,518.67,642.45,1590.03,1402.34,14.62,21.61,554.11,2387.98,9074.46,1.3,47.55,522.02,2388.04,8147.54,8.395,0.03,394,2388,100.0,38.94,23.2739,36
43,55,-0.0017,-0.0001,100.0,518.67,642.82,1588.42,1405.21,14.62,21.61,553.33,2388.05,9047.36,1.3,47.29,521.6,2388.06,8129.9,8.427,0.03,393,2388,100.0,38.92,23.2905,117
66,58,-0.0009,0.0003,100.0,518.67,642.61,1588.35,1405.23,14.62,21.61,553.48,2388.07,9066.53,1.3,47.55,521.18,2388.1,8138.01,8.4199,0.03,393,2388,100.0,38.88,23.3758,89
8,14,0.0047,-0.0003,100.0,518.67,642.68,1584.87,1404.05,14.62,21.61,553.48,2388.14,9050.33,1.3,47.31,522.06,2388.1,8129.47,8.4703,0.03,394,2388,100.0,38.82,23.3398,152
93,181,0.0005,-0.0002,100.0,518.67,642.88,1593.85,1406.63,14.62,21.61,553.9,2388.1,9069.1,1.3,47.74,520.82,2388.11,8141.09,8.4734,0.03,394,2388,100.0,38.68,23.3822,63
12,124,0.0003,0.0002,100.0,518.67,642.45,1587.97,1396.67,14.62,21.61,554.41,2387.99,9062.67,1.3,47.27,521.82,2388.06,8138.55,8.3932,0.03,391,2388,100.0,38.84,23.3265,93
34,158,0.0052,0.0001,100.0,518.67,642.8,1590.08,1410.8,14.62,21.61,553.58,2388.13,9060.75,1.3,47.44,521.55,2388.1,8138.95,8.4434,0.03,395,2388,100.0,38.6,23.3024,45
1,2,-0.0027,-0.0003,100.0,518.67,641.71,1588.45,1395.42,14.62,21.61,554.85,2388.01,9054.42,1.3,47.5,522.16,2388.06,8139.62,8.3803,0.03,393,2388,100.0,39.02,23.3916,29
53,34,0.0011,0.0002,100.0,518.67,642.68,1595.14,1403.26,14.62,21.61,553.89,2388.03,9053.89,1.3,47.45,522.07,2388.02,8134.89,8.4038,0.03,392,2388,100.0,38.99,23.3937,130
66,56,-0.001,0.0005,100.0,518.67,642.34,1584.26,1406.93,14.62,21.61,553.86,2388.01,9066.79,1.3,47.61,521.34,2388.12,8142.69,8.4135,0.03,393,2388,100.0,38.86,23.4036,91
17,4,-0.0033,0.0003,100.0,518.67,641.87,1588.87,1398.14,14.62,21.61,554.31,2387.98,9067.7,1.3,47.13,522.09,2387.98,8146.21,8.3897,0.03,390,2388,100.0,39.0,23.359,161
33,22,0.0016,-0.0,100.0,518.67,642.27,1587.27,1409.71,14.62,21.61,552.35,2388.09,9062.27,1.3,47.68,521.22,2388.14,8141.74,8.4386,0.03,393,2388,100.0,38.85,23.2997,28
12,148,0.0016,-0.0004,100.0,518.67,642.12,1587.47,1395.53,14.62,21.61,553.41,2388.08,9054.36,1.3,47.31,521.95,2388.04,8143.24,8.403,0.03,392,2388,100.0,38.92,23.3406,69
82,123,-0.0021,-0.0004,100.0,518.67,642.85,1594.71,1407.73,14.62,21.61,553.51,2388.17,9061.3,1.3,47.55,520.84,2388.14,8135.92,8.4554,0.03,393,2388,100.0,38.79,23.2774,39
89,29,0.0015,-0.0002,100.0,518.67,642.91,1595.55,1405.7,14.62,21.61,554.03,2388.08,9050.23,1.3,47.25,521.68,2388.08,8123.76,8.4148,0.03,391,2388,100.0,38.95,23.3582,148
80,48,-0.0013,-0.0003,100.0,518.67,642.13,1592.69,1403.43,14.62,21.61,553.76,2388.05,9066.26,1.3,47.51,521.99,2388.09,8144.41,8.436,0.03,393,2388,100.0,38.95,23.3333,85
77,93,0.0007,0.0002,100.0,518.67,642.92,1594.43,1406.92,14.62,21.61,553.41,2388.1,9044.83,1.3,47.43,521.86,2388.09,8135.87,8.4349,0.03,391,2388,100.0,39.03,23.492,69
43,54,0.001,0.0004,100.0,518.67,642.61,1589.23,1402.69,14.62,21.61,554.33,2388.08,9046.88,1.3,47.34,521.01,2388.07,8124.38,8.4196,0.03,395,2388,100.0,38.91,23.4166,118
61,98,-0.0006,0.0001,100.0,518.67,642.56,1583.71,1409.39,14.62,21.61,553.97,2388.01,9071.18,1.3,47.34,521.9,2388.09,8151.36,8.4286,0.03,392,2388,100.0,39.06,23.2648,61
96,16,0.0015,-0.0001,100.0,518.67,641.8,1582.22,1395.62,14.62,21.61,554.52,2388.0,9058.03,1.3,47.15,522.32,2387.97,8149.04,8.4337,0.03,391,2388,100.0,38.98,23.4497,81
80,25,-0.0005,0.0001,100.0,518.67,642.26,1590.66,1407.34,14.62,21.61,553.09,2388.02,9060.33,1.3,47.34,522.17,2388.08,8144.76,8.3956,0.03,394,2388,100.0,39.01,23.4024,108
45,53,-0.0013,0.0002,100.0,518.67,642.74,1596.0,1408.85,14.62,21.61,553.85,2388.09,9058.47,1.3,47.52,521.55,2388.09,8143.53,8.4616,0.03,392,2388,100.0,38.77,23.3123,99
60,11,0.0004,-0.0004,100.0,518.67,642.57,1588.52,1403.14,14.62,21.61,553.29,2388.08,9059.24,1.3,47.39,521.33,2388.13,8131.62,8.4335,0.03,395,2388,100.0,38.91,23.3225,136
24,174,-0.0016,-0.0001,100.0,518.67,643.08,1595.81,1410.33,14.62,21.61,553.28,2388.03,9125.49,1.3,47.36,521.13,2388.12,8202.42,8.4719,0.03,395,2388,100.0,38.71,23.1702,12
30,116,0.0023,-0.0001,100.0,518.67,642.38,1597.03,1407.75,14.62,21.61,553.15,2388.12,9056.2,1.3,47.48,521.42,2388.1,8124.13,8.4357,0.03,395,2388,100.0,38.64,23.1798,27
87,40,-0.0013,0.0002,100.0,518.67,642.32,1575.36,1402.26,14.62,21.61,554.49,2388.02,9060.59,1.3,47.21,522.4,2388.0,8141.77,8.4128,0.03,391,2388,100.0,38.89,23.3785,16
100,159,-0.0004,0.0003,100.0,518.67,642.52,1586.33,1412.22,14.62,21.61,553.32,2388.03,9089.29,1.3,47.43,522.16,2388.02,8166.24,8.3893,0.03,392,2388,100.0,38.76,23.3186,39
68,132,-0.0004,0.0,100.0,518.67,642.93,1596.49,1409.5,14.62,21.61,553.54,2388.09,9064.73,1.3,47.4,521.12,2388.11,8143.75,8.4238,0.03,393,2388,100.0,38.88,23.2752,55
60,26,-0.0002,-0.0,100.0,518.67,642.52,1587.78,1407.07,14.62,21.61,553.62,2388.06,9057.12,1.3,47.5,521.88,2388.05,8139.47,8.4311,0.03,393,2388,100.0,39.0,23.5264,121
53,96,-0.0028,-0.0002,100.0,518.67,642.46,1595.09,1406.24,14.62,21.61,553.75,2388.02,9064.4,1.3,47.22,522.04,2388.0,8142.49,8.4906,0.03,393,2388,100.0,38.93,23.2785,68
26,74,-0.0009,0.0002,100.0,518.67,642.18,1591.67,1394.6,14.62,21.61,553.65,2388.04,9068.35,1.3,47.39,521.87,2388.08,8146.33,8.3926,0.03,393,2388,100.0,38.99,23.3885,2
37,68,0.0048,-0.0002,100.0,518.67,642.39,1592.34,1399.43,14.62,21.61,554.11,2387.99,9051.63,1.3,47.17,522.17,2388.07,8135.41,8.4153,0.03,392,2388,100.0,38.84,23.39,53
4,16,0.0,0.0003,100.0,518.67,642.21,1587.79,1414.51,14.62,21.61,553.92,2388.14,9053.25,1.3,47.36,521.48,2388.14,8136.03,8.4347,0.03,392,2388,100.0,38.77,23.2351,90
35,114,-0.0019,-0.0005,100.0,518.67,643.13,1590.87,1412.97,14.62,21.61,553.11,2388.16,9059.27,1.3,47.69,521.3,2388.14,8139.02,8.466,0.03,393,2388,100.0,38.74,23.3569,84
77,87,0.002,0.0004,100.0,518.67,642.93,1583.34,1401.85,14.62,21.61,554.19,2388.08,9053.05,1.3,47.67,521.85,2388.05,8137.11,8.418,0.03,393,2388,100.0,38.92,23.3102,75
72,109,0.0009,-0.0001,100.0,518.67,642.51,1590.52,1400.89,14.62,21.61,553.15,2388.06,9060.91,1.3,47.33,521.59,2388.01,8142.31,8.4154,0.03,392,2388,100.0,38.92,23.376,22
31,111,-0.0003,-0.0003,100.0,518.67,642.38,1586.0,1397.37,14.62,21.61,554.13,2388.02,9073.66,1.3,47.26,521.77,2388.04,8146.23,8.4458,0.03,392,2388,100.0,39.07,23.3102,85
62,220,0.003,-0.0003,100.0,518.67,642.41,1601.06,1403.49,14.62,21.61,553.75,2388.12,9081.72,1.3,47.49,520.98,2388.02,8159.75,8.4426,0.03,395,2388,100.0,38.83,23.2648,12
48,3,-0.0042,-0.0003,100.0,518.67,642.29,1593.27,1406.17,14.62,21.61,553.86,2388.09,9061.27,1.3,47.42,522.0,2388.03,8134.4,8.4084,0.03,393,2388,100.0,39.1,23.2441,75
21,90,-0.0018,0.0004,100.0,518.67,642.21,1585.3,1390.48,14.62,21.61,553.62,2388.06,9053.37,1.3,47.21,522.38,2388.03,8137.39,8.4459,0.03,392,2388,100.0,38.97,23.3747,58
13,158,-0.0003,-0.0005,100.0,518.67,642.49,1589.54,1406.4,14.62,21.61,554.0,2388.05,9056.69,1.3,47.43,521.87,2388.03,8145.46,8.4298,0.03,393,2388,100.0,38.87,23.4093,37
40,28,0.0014,-0.0003,100.0,518.67,642.72,1595.71,1411.69,14.62,21.61,553.44,2388.1,9045.08,1.3,47.69,521.66,2388.13,8134.86,8.4517,0.03,394,2388,100.0,38.78,23.2846,105
82,128,-0.0019,-0.0004,100.0,518.67,642.64,1589.32,1413.57,14.62,21.61,553.14,2388.13,9057.82,1.3,47.54,521.66,2388.1,8135.24,8.4443,0.03,395,2388,100.0,38.8,23.1365,34
100,170,-0.0006,-0.0004,100.0,518.67,642.7,1589.92,1407.93,14.62,21.61,553.29,2388.05,9111.31,1.3,47.55,521.71,2388.06,8178.23,8.4235,0.03,393,2388,100.0,38.88,23.298,28
59,59,0.0004,0.0003,100.0,518.67,642.44,1588.02,1397.74,14.62,21.61,554.24,2388.05,9061.21,1.3,47.14,522.51,2388.0,8135.52,8.4016,0.03,393,2388,100.0,39.04,23.394,35
55,94,0.0007,-0.0005,100.0,518.67,641.76,1589.51,1403.37,14.62,21.61,554.55,2388.1,9055.19,1.3,47.53,521.99,2388.01,8133.88,8.4071,0.03,392,2388,100.0,38.8,23.4209,19
91,5,0.0029,-0.0003,100.0,518.67,642.39,1595.41,1401.22,14.62,21.61,552.76,2388.11,9040.81,1.3,47.75,521.09,2388.13,8128.49,8.4508,0.03,393,2388,100.0,38.72,23.3402,229
29,167,0.0015,0.0003,100.0,518.67,642.71,1593.31,1409.53,14.62,21.61,553.57,2388.08,9065.95,1.3,47.53,521.75,2388.08,8143.84,8.3972,0.03,393,2388,100.0,38.76,23.4271,4
91,113,-0.0036,0.0004,100.0,518.67,643.73,1588.87,1412.38,14.62,21.61,553.17,2388.18,9054.74,1.3,47.53,521.59,2388.11,8130.15,8.4513,0.03,394,2388,100.0,38.9,23.231,121
81,115,0.0022,-0.0002,100.0,518.67,642.12,1588.53,1401.85,14.62,21.61,553.1,2388.06,9078.77,1.3,47.42,521.8,2388.11,8149.09,8.3969,0.03,393,2388,100.0,38.85,23.4541,98
90,64,-0.0011,-0.0,100.0,518.67,642.41,1591.75,1412.04,14.62,21.61,554.38,2388.06,9054.93,1.3,47.41,521.24,2388.14,8133.12,8.4451,0.03,393,2388,100.0,38.78,23.3348,82
62,13,-0.0005,0.0003,100.0,518.67,641.94,1578.28,1399.27,14.62,21.6,554.88,2387.99,9050.02,1.3,47.11,522.32,2388.02,8138.2,8.405,0.03,390,2388,100.0,38.93,23.4173,219
49,147,-0.0015,-0.0002,100.0,518.67,642.47,1587.68,1400.64,14.62,21.61,554.09,2388.05,9062.97,1.3,47.36,522.08,2387.99,8140.62,8.3876,0.03,392,2388,100.0,38.91,23.3662,156
98,117,0.0001,0.0,100.0,518.67,642.41,1592.56,1413.53,14.62,21.61,553.28,2388.11,9065.11,1.3,47.43,521.45,2388.12,8138.22,8.4603,0.03,394,2388,100.0,38.82,23.3834,4
3,77,-0.0026,0.0004,100.0,518.67,642.52,1589.54,1417.26,14.62,21.61,552.92,2388.11,9053.65,1.3,47.68,521.46,2388.1,8133.66,8.4274,0.03,392,2388,100.0,38.75,23.2234,49
82,75,-0.0003,0.0004,100.0,518.67,642.18,1587.51,1409.32,14.62,21.61,554.22,2388.07,9060.48,1.3,47.55,522.41,2388.12,8147.81,8.4247,0.03,393,2388,100.0,38.85,23.479,87
20,17,-0.0036,0.0001,100.0,518.67,642.31,1584.68,1399.36,14.62,21.61,553.72,2388.0,9059.83,1.3,47.41,521.42,2388.04,8145.03,8.443,0.03,392,2388,100.0,38.9,23.4197,167
16,88,-0.0009,-0.0004,100.0,518.67,642.6,1586.24,1406.23,14.62,21.61,553.96,2388.05,9055.41,1.3,47.43,522.28,2388.04,8133.54,8.4052,0.03,393,2388,100.0,38.96,23.3075,25
37,120,0.0003,0.0002,100.0,518.67,642.99,1581.01,1410.43,14.62,21.61,553.22,2388.21,9036.09,1.3,47.77,521.09,2388.19,8117.76,8.4574,0.03,393,2388,100.0,38.57,23.3056,1
82,119,0.0011,-0.0001,100.0,518.67,642.85,1591.22,1412.59,14.62,21.61,553.51,2388.06,9060.02,1.3,47.47,521.17,2388.07,8137.05,8.4341,0.03,394,2388,100.0,38.8,23.2506,43
86,58,0.0005,0.0,100.0,518.67,642.75,1588.79,1405.62,14.62,21.61,553.53,2388.11,9058.26,1.3,47.41,521.29,2388.17,8140.14,8.463,0.03,394,2388,100.0,38.91,23.3662,52
90,134,0.0033,0.0004,100.0,518.67,643.14,1590.87,1417.42,14.62,21.61,552.55,2388.17,9079.02,1.3,47.57,521.16,2388.13,8145.64,8.4984,0.03,395,2388,100.0,38.7,23.2234,12
